77,"چرته د يار شونډې چرته غم د دل وجان
چرته کوتي لال او چرته لعل د بدخشان
","Where are the beloved’s lips? Where the lover’s anguish?
Where are red berries? Where the ruby of Badakhshan? 
",Passion
78,"راحت بې زحمته نه دے چا موندلے
غم ښادي دي د دې دهر خور او  ورور
","None has found comfort without discomfort;
 For sadness and joy are sister and brother.
",Patience
79,"په سبب د ظالمانو حاکمانو
ګور و اور و پښاور درې واړه يو دي
","Because of cruel rulers,
 The grave, fire and Peshawar are all one and the same. 
",Peshawar
80,"چې کشور د افغانانو معطر شي
د هر بيت مصراع مې زلفې د خوبان کړې
","So that the land of the Afghans may be sweet-smelling,
 Make every line of verse tresses of the beloved. 
",Poetry
81,"چې منکر په اعتراض کولے نه شي
دا دې شعر دے رحمان که اعجاز
","When even a non-believer cannot object to it;
Is this your verse, Rahman, or a miracle? 
",Poetry
82,"خوشخالا و دولتا مې غلامان دي
زه رحمان په پښتو ژبه عالم ګير يم
","Khushal and Daulat are my slaves;
I, Rahman, am made universal by the Pukhto language.
",Poetry
83,"که بادشاه د ولايت وي
کنډولي په لاس کنګال شي
","Though a king holds an empire;
 With pot in hand, he stands alone.
",Poverty
84,"که د وسپنو حصار تر ځان چاپېر کړې
ښيښه وګڼه حصار د دې دنيا
","Though you surround yourself with a fence of steel;
Consider the fence of this world as glass.
",Protection
85,"رحمان هسې بې وقوف سوداګر نه دے
چې د دين متاع بدله په دينار که
","Rahman is not such a stupid a merchant
 As to trade religion’s wealth for money.
",Religion
86,"اے رحمانه که څه کار دې خو د دين دے
نور کارونه بې وفا دي بې اساس
","If there is any work at all Rahman; it is religion.
 All other pursuits are fickle and baseless. 
",Religion
87,"د مکې په بزرګۍ کښې هېڅ شک نشته
ولې خر به حاجي نه شي په طواف
","There’s no doubt in the sanctity of Mecca,
 But a donkey won’t become a Haji by tawaaf. 
",Religious Performance
88,"له لوئۍ له سرکشۍ زما توبه ده
خداے څوک مه کړه د آسمان هسې نسکور
","I repent of lofty arrogance and rebellion;
 May God not bring anyone tumbling down like the sky.
",Repentance
89,"لکه ونه مستقيم په خپل مکان يم
که خزان را باندې راشي که بهار
","I am like a tree that’s upright in its own place;
 Whether autumn comes on me, or spring.
",Resilience
90,"د خليل تر کعبې دا کعبه ده لويه
که آباد کا څوک ويران حرم  د زړه
","This kaaba  is more sacred than Abraham’s
If one rebuilds the destroyed home of the heart.
",Restoration
91,"په يو قدم تر عرشه پورې رسي
ما ليدلے دے رفتار د درويشانو
","They reach God’s throne in a single stride:
 I have witnessed the ways of the dervishes.
",Saints
92,"که دوزخ لره د يار په مينه درومي
دوزخ هم ورته جلوه کا د جنت
","Were they to go to hell for the love of his friend
Even hell would shine like heaven for them.
",Sacrifice
93,"دست په دست که د خپل کار په درستول يې
لا پخوا تر ځان وړمبے د بل په کار شه
","If you are to improve your work at once,
 Do another’s work, long before your own.
",Selflessness
94,"واړه د خپل ځان په نظر ګوره که دانا يې
اے عبدالرحمانه درست جهان عبدالرحمان دے
","If you are wise, treat everyone like you do yourself. 
O Abdul Rahman, the whole world is Abdul Rahman.
",Selflessness
95,"هغه زړه به له طوفانه په امان وي
چې کشتۍ غوندې د خلقو باربردار شي
","That heart will be safe in the storm
Which carries people’s burdens like a boat.
",Selflessness
96,"هسې ډوب يم د ګناه په دريابونو
چې په سترګو مې ونه ليده ساحل
","I’m so drowned in rivers of sin 
That my eyes can’t see the shore.
",Sin
97,"درست صورت ديوه نوک په درد دردمند شي
وران شي ښهر د يوه سړي په تور
","The whole body is hurt by the pain of one nail, 
The whole city destroyed by the sin of one man.
",Sin
98,"لږ ئې مه ګڼه که هر څو ګناه لږ وي
چې لږ لږ و بله جمع کړې بسيار شي
","However slight a sin may be, don’t consider it small; 
For when the small are put together they become a lot. 
",Sin
99,"سر د خداے و عبادت ته اېښوے نه شم
مدام ډوب د ګناهونو په درياب يم
","I can’t bow my head to God in worship; 
I’m forever drowned in the ocean of sin.
",Sin
100,"که په سل درياب غسل د ځان وکا
ګمان مه کړه چې به سپے شي پاک او صاف
","Even if it were to bathe in a hundred oceans, 
Don’t imagine a dog will become clean and pure.
",Sin Nature
101,"ګوره څه بلند مقام دے د اخلاص
چې جهان واړه غلام دے د اخلاص
","See what an exalted place sincerity holds, 
That the whole world is its slave
",Sincerity
102,"که مجنون غوندې په عشق کښې څوک صادق شي
 د ليلې په دروازه کښې دربان نشته
","If someone is sincere in love like Majnoon, 
There is no gatekeeper at Leyla’s door.
",Sincerity
103,"هسې نه چې سړي واړه سره يو دي
څوک اعلي دي څوک اوسط وڅوک ادنا
","Not all men are equal, for some are great;
Some middling and some inferior. 
",Status
104,"څوک له خاورو ايرو پاڅوې تخت ورکړې
څوک له تخته د ايرو په ډيران ولې
","You raise some from dust and ashes to the throne,
Others you throw from the throne like ashes on the dung heap.  
",Status
105,"نه شي د خانانو ملنګو سره کلے
 چرته عزيزخان چرته ملنګ عبدالرحمان
","Khans can’t live together with tramps,
Where is Aziz Khan, where the tramp Abdul Rahman? 
",Status
106,"که څوک خپل دست و پاے وباسي له ميان
خداے پخپله د بې دستو دست و پاے دے
","If someone dedicates their hands and feet to God, 
God himself becomes their hands and feet. 
",Surrender
107,"که غموار غواړې په غم وپه اندوه کښې
ښيښه ډکه د شرابو اختيار کړه
","If you desire a sympathizer in grief and pain: 
Help yourself to a full glass of wine. 
",Sympathy
108,"اعتبار په اوبو مه کړه
چې استاد ي په غربال شي
","Have no trust in water
 That stays in the sieve.
",Trust
109,"څو دې حق موندلے نه دے مه جاروزره
په دا مړ شه دا جهان واړه لت پت کړم
","I’ve you haven’t found the truth, don’t give up: 
Die for it, until you make the world blood-stained. 
",Truth
110,"نېک عمل د عاملانو نېک فرزند دے
خداے څوک مه کړه شراب خور و قمار باز
","Good deeds are the noble offspring of the virtuous, 
May God not make anyone a drunkard or a gambler.
",Virtue
111,"دوباره دې راتله نشته په دنيا
نن دې وار دے که دروغ کړې که رښتيا
","You can’t enter the world again.
Today’s your chance to tell lies or the truth.
",Virtue
112,"چې په زور ورسره نه يې برابر
د هغو په څنګ مه کښېنه زړه ور
","If you cannot match their strength,
Do not sit beside the powerful.
",Wisdom
113,"ښه ده ښه ده دا دنيا
چې توښه ده د عقبا
","It’s good this world, it’s good; 
It’s provision for the world to come.
",World
114,"چې د مے و د طرب په خوند خبر شه
فراموش کړه صوفي نفل د اشراق
","When he experienced the taste of wine and merriment,
The Sufi forgot his morning prayers.
",Worldly Pleasure
115,"يو نفس د خداے په يادو اولى تر دے
نه  د درست جهان دولت په دا دنيا
","A single breath remembering God is better
Than all the earthly riches of this world.
",Worship
116,"هره ونه په قيام ورته ولاړه
هر ګياه ئې په تسبح سره زبان دے
","Every tree is standing in prayer before him;
Every grass extols his greatness.
",Worship
117,"مراد له زهده معرفت دے
نه تش ځان وژل اقربه
","The purpose of worship is communion with God,
 Not just killing yourself, O poverty-stricken one!
",Worship
118,"خداے هاله د سړي ياد شي چې درد مند شي
کمه نه ده دردمندي تر عبادته
","A man only remembers God when in pain;
 His distress is no less than worship.
",Worship
119,"هغه خلق به همه واړه ليوني کا
چې په کلي کښې يو سپے شي ليونے
","It will make everyone go mad 
If one dog in the village goes mad
",Wrong Doing
120,"ورځ دې تېره په شومۍ کړه شپه له خوب
خداے به کله ياد وي خانه خرابه
","You spent the day in drinking, the night in sleep;
  When will you remember God, O degenerate Khan? 
",Wrong Doing
121,"په ورځ ناست يې بې مطلبه
په شپه خوب کړې بې ادبه
","You sit around aimlessly during the day,
And sleep at night – you ill-mannered one.
",Wrong Doing
122,"مار چې سوړي لره ورشي ګوره سم شي
ته د ګور په غاړه راغلې نه شوې سم
","Look! When a snake nears its hole, it gets straight! 
 You’ve come to the edge of the grave, and you’re not straight.
",Wrong Doing
